PCB_ID,Layer_Count,Clock_Frequency_MHz,Rise_Time_ns,Signal_GND_Distance_mm,Trace_Length_mm,Stub_Length_mm,Differential_Pair_Symmetry,Ground_Plane,Shielding,Switching_Regulator,EMI_Score,Result
PCB_0663,2,235,5.68,1.69,183,5.51,82.9,1,1,0,65,FAIL
PCB_0664,4,162,9.81,2.94,243,1.53,80.3,1,1,1,50,PASS
PCB_0665,2,573,2.66,1.71,291,7.28,91.3,1,1,0,90,FAIL
PCB_0666,2,580,4.34,0.65,165,6.0,98.6,1,0,0,75,FAIL
PCB_0667,4,593,5.65,1.79,49,7.31,93.3,1,1,0,70,FAIL
PCB_0668,8,584,8.02,0.69,64,7.7,96.5,0,0,1,70,FAIL
PCB_0669,2,319,5.71,1.61,294,9.75,80.3,1,0,1,105,FAIL
PCB_0670,6,252,6.32,0.31,53,5.74,90.8,0,1,0,45,PASS
PCB_0671,2,502,2.65,1.86,160,3.42,89.2,1,0,0,90,FAIL
PCB_0672,4,375,8.55,1.6,240,6.48,90.0,1,1,0,80,FAIL
PCB_0673,4,339,4.57,2.25,41,0.68,81.4,1,1,0,60,FAIL
PCB_0674,4,116,1.84,1.93,199,8.97,93.7,0,0,0,105,FAIL
PCB_0675,8,235,6.81,1.69,250,1.19,90.1,0,0,0,65,FAIL
PCB_0676,2,227,2.55,2.1,57,3.28,95.3,0,1,1,60,FAIL
PCB_0677,8,515,1.43,0.52,89,8.16,89.7,1,1,0,65,FAIL
PCB_0678,8,268,8.69,1.83,135,5.97,83.0,1,1,0,35,PASS
PCB_0679,4,526,4.87,0.6,258,3.94,93.0,0,1,1,80,FAIL
PCB_0680,4,63,7.62,2.78,167,4.73,83.4,0,1,0,65,FAIL
PCB_0681,8,56,3.26,0.3,28,8.55,97.4,1,1,0,10,PASS
PCB_0682,2,530,7.98,1.35,69,3.4,92.3,0,0,0,100,FAIL
PCB_0683,6,108,1.56,2.12,24,8.7,83.1,1,0,0,70,FAIL
PCB_0684,8,29,3.88,1.43,145,0.88,99.2,0,0,1,50,PASS
PCB_0685,2,582,9.79,0.37,94,7.77,90.4,0,0,0,95,FAIL
PCB_0686,4,499,8.04,1.7,184,8.48,81.5,0,1,1,105,FAIL
PCB_0687,4,428,5.22,1.96,297,1.82,92.5,1,0,0,80,FAIL
PCB_0688,2,71,3.73,2.14,96,4.3,85.1,1,0,0,55,PASS
PCB_0689,6,154,8.79,1.18,156,1.65,96.1,0,1,1,55,PASS
PCB_0690,4,225,5.68,1.73,125,7.07,96.4,1,0,0,45,PASS
PCB_0691,4,12,7.71,1.41,114,5.35,99.6,1,1,1,40,PASS
PCB_0692,4,169,7.66,2.05,154,6.35,90.0,1,1,1,60,FAIL
PCB_0693,2,129,0.67,1.79,87,1.96,89.1,1,1,1,70,FAIL
PCB_0694,8,98,1.7,1.62,166,2.12,95.1,0,1,0,65,FAIL
PCB_0695,4,338,6.77,0.82,178,0.41,82.6,1,1,0,55,PASS
PCB_0696,8,589,2.04,0.11,182,3.22,90.9,1,0,0,55,PASS
PCB_0697,6,366,2.93,0.6,208,5.6,90.9,0,0,0,90,FAIL
PCB_0698,4,276,9.49,0.44,114,8.58,81.8,1,0,1,45,PASS
PCB_0699,4,332,5.82,1.4,200,6.67,88.4,1,1,0,80,FAIL
PCB_0700,6,550,7.63,1.88,206,4.35,97.1,1,0,0,65,FAIL
PCB_0701,4,204,5.8,0.72,157,9.53,97.1,0,0,1,65,FAIL
PCB_0702,8,341,5.75,2.82,149,7.19,82.0,0,0,1,95,FAIL
PCB_0703,2,179,1.39,0.12,213,9.3,81.8,1,0,0,80,FAIL
PCB_0704,8,530,3.76,2.34,292,5.28,85.3,1,1,1,75,FAIL
PCB_0705,2,472,3.18,1.91,163,2.59,97.5,0,0,1,105,FAIL
PCB_0706,2,49,4.21,1.18,35,0.53,82.6,0,1,1,70,FAIL
PCB_0707,8,546,8.08,0.25,264,7.26,94.4,0,1,1,80,FAIL
PCB_0708,8,270,4.03,1.92,126,1.21,82.0,1,0,1,40,PASS
PCB_0709,8,404,4.79,1.22,107,3.03,92.5,1,1,0,50,PASS
PCB_0710,8,235,4.28,2.82,148,5.32,87.1,0,1,0,55,PASS
PCB_0711,6,133,1.39,1.67,23,5.64,95.8,1,1,0,50,PASS
PCB_0712,4,47,4.69,2.82,114,6.01,84.7,1,1,0,45,PASS
PCB_0713,2,337,2.36,0.74,228,1.66,92.8,1,1,0,65,FAIL
PCB_0714,8,260,2.27,2.2,244,3.8,84.7,1,1,0,35,PASS
PCB_0715,8,185,1.39,1.89,66,6.17,94.3,1,1,0,55,PASS
PCB_0716,8,463,3.89,2.24,200,9.7,97.5,1,0,1,75,FAIL
PCB_0717,6,46,7.7,0.72,125,7.28,82.5,1,0,0,35,PASS
PCB_0718,8,325,3.13,2.03,218,9.23,97.3,0,1,0,80,FAIL
PCB_0719,8,123,3.47,1.54,125,7.62,91.9,0,1,0,55,PASS
PCB_0720,8,49,6.61,2.25,299,5.92,82.5,0,0,1,80,FAIL
PCB_0721,4,310,2.36,1.05,279,1.92,88.6,0,0,0,100,FAIL
PCB_0722,6,233,9.02,2.68,127,6.67,83.2,0,0,0,70,FAIL
PCB_0723,8,327,5.44,0.34,38,6.23,94.0,0,0,1,80,FAIL
PCB_0724,2,358,4.75,2.44,190,6.02,95.2,0,1,0,100,FAIL
PCB_0725,2,124,5.8,2.6,214,4.9,82.1,0,1,0,75,FAIL
PCB_0726,2,332,2.08,2.47,31,5.29,90.1,0,0,1,115,FAIL
PCB_0727,6,577,6.33,1.59,214,3.34,96.3,1,0,0,65,FAIL
PCB_0728,6,49,3.95,1.37,201,5.19,98.7,1,0,1,55,PASS
PCB_0729,2,49,9.02,2.99,163,1.98,90.3,0,0,0,85,FAIL
PCB_0730,8,298,2.1,0.76,201,8.05,99.0,1,1,0,20,PASS
PCB_0731,6,271,5.32,1.69,49,1.86,90.7,1,0,0,40,PASS
PCB_0732,2,225,6.18,2.04,103,0.85,87.9,0,0,1,80,FAIL
PCB_0733,2,156,0.82,2.13,185,4.36,97.0,0,0,1,100,FAIL
PCB_0734,8,345,3.96,0.69,115,6.58,89.9,0,1,1,70,FAIL
PCB_0735,4,177,7.46,2.0,285,4.38,89.4,1,1,0,45,PASS
PCB_0736,6,101,8.29,2.47,244,2.77,89.8,1,1,0,40,PASS
PCB_0737,8,362,3.48,0.25,61,5.58,96.9,0,0,1,70,FAIL
PCB_0738,2,580,8.09,2.74,265,3.47,96.6,1,0,1,85,FAIL
PCB_0739,2,580,9.69,0.19,227,9.33,88.1,1,0,0,85,FAIL
PCB_0740,8,372,8.64,1.13,256,9.23,86.7,1,1,0,70,FAIL
PCB_0741,6,566,1.62,0.15,41,5.02,89.8,0,1,0,90,FAIL
PCB_0742,4,354,7.53,0.32,204,3.28,91.5,1,0,0,65,FAIL
PCB_0743,4,179,3.54,2.74,261,7.37,84.8,1,0,1,70,FAIL
PCB_0744,2,365,9.89,1.13,60,0.37,95.9,1,1,0,60,FAIL
PCB_0745,6,200,5.11,1.33,181,4.75,89.7,1,0,0,50,PASS
PCB_0746,4,431,1.66,0.72,179,3.36,86.7,1,0,0,85,FAIL
PCB_0747,6,16,7.39,1.83,108,9.21,82.1,1,0,0,50,PASS
PCB_0748,6,142,3.57,1.82,31,0.12,84.8,1,1,0,30,PASS
PCB_0749,2,566,9.97,1.18,92,5.53,99.0,0,0,0,100,FAIL
PCB_0750,4,40,9.81,1.07,95,7.41,86.1,0,0,0,75,FAIL
PCB_0751,8,544,6.73,2.67,220,4.85,83.4,1,0,1,75,FAIL
PCB_0752,2,435,1.73,1.21,29,0.85,89.2,0,0,1,125,FAIL
PCB_0753,4,403,7.03,1.53,245,9.72,86.1,1,1,1,85,FAIL
PCB_0754,4,372,1.38,0.92,195,5.18,80.7,1,1,0,85,FAIL
PCB_0755,4,446,0.78,2.38,295,6.14,86.5,1,1,1,105,FAIL
PCB_0756,4,560,8.32,1.25,58,2.37,90.9,0,0,0,90,FAIL
PCB_0757,4,91,2.49,1.59,79,4.83,91.0,1,1,0,35,PASS
PCB_0758,6,365,4.1,0.83,85,4.29,87.1,1,0,0,50,PASS
PCB_0759,2,267,9.75,2.96,143,0.75,88.9,0,1,0,65,FAIL
PCB_0760,6,598,3.7,0.95,183,1.06,99.3,0,0,1,75,FAIL
PCB_0761,8,533,3.32,2.34,178,8.37,87.5,1,1,0,70,FAIL
PCB_0762,4,304,9.22,1.34,76,2.4,85.2,0,1,0,80,FAIL
PCB_0763,2,233,1.55,0.7,97,1.95,84.9,0,1,1,75,FAIL
PCB_0764,4,534,7.72,2.42,213,5.05,89.2,1,0,1,95,FAIL
PCB_0765,2,55,9.89,1.07,34,7.69,95.2,1,0,1,60,FAIL
PCB_0766,6,122,9.06,2.61,31,0.62,84.1,1,0,0,40,PASS
PCB_0767,2,242,6.69,2.75,120,5.77,94.2,0,1,1,80,FAIL
PCB_0768,8,26,3.48,2.59,175,1.19,80.4,0,0,0,65,FAIL
PCB_0769,8,369,2.92,0.2,144,0.36,88.4,0,0,0,65,FAIL
PCB_0770,2,232,8.28,2.38,299,0.53,95.5,1,0,1,60,FAIL
PCB_0771,2,457,8.86,1.29,129,8.34,86.8,0,0,1,115,FAIL
PCB_0772,2,374,5.49,2.63,165,1.18,91.3,0,0,1,115,FAIL
PCB_0773,2,335,2.82,1.95,235,0.45,84.1,1,0,0,90,FAIL
PCB_0774,8,476,1.57,2.52,181,4.38,94.8,1,1,0,80,FAIL
PCB_0775,4,423,1.33,1.55,147,8.44,81.0,1,1,0,90,FAIL
PCB_0776,2,464,7.33,1.65,169,2.62,97.1,0,0,0,100,FAIL
PCB_0777,2,595,4.49,0.52,55,4.22,84.0,1,1,0,55,PASS
PCB_0778,8,242,9.1,2.37,192,0.4,97.5,0,1,0,45,PASS
PCB_0779,8,233,7.53,1.32,41,4.49,87.1,0,0,1,60,FAIL
PCB_0780,6,421,2.32,1.55,225,5.78,94.5,1,0,0,85,FAIL
PCB_0781,2,581,6.33,2.38,146,5.71,86.4,1,1,1,85,FAIL
PCB_0782,6,344,4.64,1.84,236,3.32,98.1,1,0,1,70,FAIL
PCB_0783,8,231,5.98,0.68,115,3.16,82.5,1,1,1,15,PASS
PCB_0784,8,46,7.51,1.81,183,1.07,83.6,1,1,1,40,PASS
PCB_0785,4,287,8.16,1.28,167,3.67,89.9,0,1,1,70,FAIL
PCB_0786,2,205,8.52,1.46,37,0.99,81.6,0,0,0,75,FAIL
PCB_0787,6,493,2.91,0.18,214,7.67,83.9,0,1,0,80,FAIL
PCB_0788,8,251,0.8,0.71,170,9.66,98.9,1,0,0,50,PASS
PCB_0789,8,333,7.52,0.92,142,9.7,99.5,0,0,0,65,FAIL
PCB_0790,6,201,1.51,2.17,206,8.65,87.5,1,0,1,85,FAIL
PCB_0791,4,26,3.49,0.13,168,6.01,98.5,1,0,1,45,PASS
PCB_0792,8,533,0.54,1.29,123,7.01,90.9,0,0,1,115,FAIL
PCB_0793,2,410,6.98,2.78,262,2.85,85.4,0,1,0,100,FAIL
PCB_0794,8,31,2.09,0.42,250,6.31,94.0,1,0,0,40,PASS
PCB_0795,2,483,6.73,1.6,225,4.56,93.2,0,0,0,110,FAIL
PCB_0796,6,129,9.92,2.38,217,4.82,99.8,1,0,0,40,PASS
PCB_0797,2,219,1.19,2.83,106,7.58,85.3,0,0,1,110,FAIL
PCB_0798,6,315,1.23,2.27,161,2.82,93.4,0,0,1,120,FAIL
PCB_0799,2,279,3.73,2.19,218,3.18,81.0,0,1,0,75,FAIL
PCB_0800,6,294,8.73,2.5,65,9.25,82.3,0,0,0,70,FAIL
PCB_0801,2,236,2.55,1.39,34,0.56,80.1,0,0,1,80,FAIL
PCB_0802,4,390,3.92,2.44,63,4.86,100.0,1,1,1,55,PASS
PCB_0803,2,469,1.15,0.12,188,9.13,96.0,0,0,1,120,FAIL
PCB_0804,2,16,7.75,2.78,63,6.1,95.7,0,1,1,70,FAIL
PCB_0805,4,38,4.38,1.39,117,5.46,90.2,0,1,0,65,FAIL
PCB_0806,8,42,7.71,1.7,280,2.5,86.0,1,1,1,40,PASS
PCB_0807,8,88,9.08,0.84,128,3.43,83.0,1,1,1,15,PASS
PCB_0808,2,468,2.71,2.25,123,8.52,85.7,1,0,1,95,FAIL
PCB_0809,4,579,8.17,0.32,275,5.59,87.5,1,0,1,80,FAIL
PCB_0810,2,547,1.06,2.63,225,5.15,95.1,1,1,0,100,FAIL
PCB_0811,6,491,9.04,2.5,62,1.0,90.8,0,1,0,75,FAIL
PCB_0812,6,439,6.68,0.73,264,0.16,81.5,0,0,0,80,FAIL
PCB_0813,2,294,8.81,2.45,292,9.64,80.4,0,1,0,85,FAIL
PCB_0814,8,525,0.5,2.38,102,3.77,82.0,1,1,0,70,FAIL
PCB_0815,8,108,2.11,1.93,129,6.03,88.2,1,1,0,35,PASS
PCB_0816,2,406,4.2,1.18,209,0.8,98.7,0,0,1,105,FAIL
PCB_0817,2,498,4.11,0.89,270,6.83,92.7,1,1,1,80,FAIL
PCB_0818,6,48,2.65,0.77,231,9.33,96.0,1,0,1,40,PASS
PCB_0819,8,280,4.13,1.02,152,5.76,89.3,1,0,1,60,FAIL
PCB_0820,2,166,1.72,2.72,220,1.26,87.2,0,0,0,105,FAIL
PCB_0821,6,84,4.42,0.33,114,5.82,82.2,0,1,1,50,PASS
PCB_0822,8,139,8.12,2.5,297,7.66,97.5,1,1,0,35,PASS
PCB_0823,4,93,5.05,1.11,238,4.06,95.7,1,0,1,50,PASS
PCB_0824,6,31,0.67,1.61,108,8.8,83.4,1,0,1,75,FAIL
PCB_0825,8,468,4.5,2.4,91,6.49,90.2,1,0,1,75,FAIL
PCB_0826,8,548,0.76,2.66,266,8.99,89.7,0,1,0,110,FAIL
PCB_0827,6,391,9.68,1.1,148,6.24,92.5,1,1,1,70,FAIL
PCB_0828,4,449,1.71,1.44,231,1.31,98.9,0,0,0,110,FAIL
PCB_0829,6,30,7.22,1.3,115,3.1,91.6,0,0,0,60,FAIL
PCB_0830,8,312,9.74,0.14,94,2.02,90.8,0,1,1,60,FAIL
PCB_0831,2,93,8.35,0.96,73,9.09,81.0,1,0,0,50,PASS
PCB_0832,2,462,7.14,1.43,73,7.6,81.3,0,1,0,100,FAIL
PCB_0833,6,396,8.47,1.29,237,6.76,83.7,0,1,1,100,FAIL
PCB_0834,8,516,9.83,2.19,35,3.01,80.6,1,0,1,65,FAIL
PCB_0835,2,266,6.4,1.22,118,1.84,94.9,1,0,1,60,FAIL
PCB_0836,8,579,5.81,1.52,39,7.56,94.5,1,1,1,65,FAIL
PCB_0837,6,536,6.47,1.35,65,4.74,82.7,0,1,1,80,FAIL
PCB_0838,2,171,5.56,2.25,212,2.26,96.7,1,1,1,50,PASS
PCB_0839,8,172,6.53,2.6,77,6.17,83.1,0,1,0,55,PASS
PCB_0840,2,533,4.77,1.64,130,0.4,86.0,0,1,1,95,FAIL
PCB_0841,6,280,2.58,2.39,148,3.26,85.0,1,0,1,45,PASS
PCB_0842,8,501,1.64,0.96,213,4.69,87.4,0,1,0,85,FAIL
PCB_0843,2,217,1.15,1.67,27,1.48,85.1,0,1,1,90,FAIL
PCB_0844,6,548,3.0,1.1,48,9.85,89.8,0,1,0,85,FAIL
PCB_0845,2,593,0.94,1.3,131,2.09,88.1,0,0,1,125,FAIL
PCB_0846,2,69,5.89,2.22,180,1.3,99.7,1,0,1,60,FAIL
PCB_0847,4,439,3.2,2.66,150,2.04,81.1,0,1,0,80,FAIL
PCB_0848,4,318,8.33,0.45,207,7.69,82.8,1,1,1,70,FAIL
PCB_0849,6,529,1.21,1.94,182,4.26,81.1,0,0,0,115,FAIL
PCB_0850,4,36,2.65,1.79,216,5.65,92.5,0,0,1,90,FAIL
PCB_0851,6,571,7.44,0.44,223,0.21,81.1,1,0,1,65,FAIL
PCB_0852,4,208,6.19,0.71,231,0.34,96.7,0,0,0,50,PASS
PCB_0853,2,396,1.11,1.0,128,4.46,90.2,0,1,1,100,FAIL
PCB_0854,6,358,8.83,0.58,295,8.17,90.5,0,0,1,95,FAIL
PCB_0855,6,545,8.83,0.81,92,8.85,91.2,0,1,0,70,FAIL
PCB_0856,2,387,3.64,0.88,186,0.87,83.4,0,1,1,90,FAIL
PCB_0857,6,567,3.73,1.07,279,5.38,84.0,0,0,0,105,FAIL
PCB_0858,6,536,9.9,2.27,262,9.13,86.4,1,0,1,90,FAIL
PCB_0859,4,162,6.45,1.76,294,3.88,91.9,1,0,0,55,PASS
PCB_0860,6,215,5.55,2.96,121,8.3,84.2,1,0,1,55,PASS
PCB_0861,8,464,8.46,1.3,192,1.34,82.3,0,1,0,80,FAIL
PCB_0862,2,282,3.21,2.29,190,9.35,99.4,0,1,0,75,FAIL
PCB_0863,4,245,4.58,2.63,160,7.51,80.4,0,1,1,80,FAIL
PCB_0864,4,530,3.04,2.07,207,9.41,96.1,1,0,1,85,FAIL
PCB_0865,8,510,8.0,1.29,105,6.77,95.8,0,1,0,70,FAIL
PCB_0866,2,126,5.95,2.29,71,3.63,85.9,1,0,1,60,FAIL
PCB_0867,2,395,6.76,0.69,130,9.38,82.7,0,1,0,85,FAIL
PCB_0868,4,353,2.9,1.05,62,2.76,82.9,0,0,1,95,FAIL
PCB_0869,6,593,2.59,1.69,230,3.32,93.9,0,1,1,90,FAIL
PCB_0870,4,404,5.14,1.77,219,7.01,92.9,1,1,0,80,FAIL
PCB_0871,2,73,7.51,0.16,259,7.65,95.7,0,0,0,70,FAIL
PCB_0872,8,81,5.49,2.84,134,9.29,98.7,1,1,1,30,PASS
PCB_0873,4,283,0.81,2.12,45,2.05,93.8,0,1,1,80,FAIL
PCB_0874,2,329,8.75,1.54,96,7.98,83.1,0,0,1,115,FAIL
PCB_0875,4,347,1.11,2.81,156,7.39,84.9,1,0,1,115,FAIL
PCB_0876,6,375,9.58,1.37,39,0.64,96.8,0,0,1,80,FAIL
PCB_0877,4,504,0.74,2.94,230,3.87,84.2,0,0,0,120,FAIL
PCB_0878,4,175,7.1,1.59,259,2.83,81.5,0,0,1,80,FAIL
PCB_0879,2,553,1.28,0.43,58,3.04,94.1,0,1,1,100,FAIL
PCB_0880,2,20,9.15,2.32,287,9.83,88.1,1,0,0,75,FAIL
PCB_0881,2,310,4.91,2.07,226,6.43,98.4,1,1,0,80,FAIL
PCB_0882,4,111,1.81,2.34,286,7.18,93.0,0,1,0,95,FAIL
PCB_0883,6,434,3.74,2.86,173,9.77,81.8,0,0,1,110,FAIL
PCB_0884,8,401,2.07,2.35,61,3.77,99.0,1,1,0,40,PASS
PCB_0885,8,223,2.12,1.87,30,8.02,85.2,0,1,0,55,PASS
PCB_0886,2,97,9.51,2.59,117,4.35,86.7,1,0,0,55,PASS
PCB_0887,2,562,4.73,2.05,294,8.7,88.0,0,1,0,110,FAIL
PCB_0888,4,410,7.99,1.28,249,1.81,81.0,1,0,1,85,FAIL
PCB_0889,8,597,6.58,2.67,239,9.48,89.9,1,0,1,85,FAIL
PCB_0890,2,55,6.93,0.74,84,2.19,82.5,1,0,1,45,PASS
PCB_0891,6,472,1.75,2.17,251,3.26,88.0,1,1,0,85,FAIL
PCB_0892,6,319,2.72,2.66,71,7.56,87.0,0,1,0,85,FAIL
PCB_0893,2,95,7.97,2.22,282,3.94,95.5,0,1,0,65,FAIL
PCB_0894,2,101,9.72,2.12,286,6.08,96.1,1,1,0,55,PASS
PCB_0895,8,251,3.0,2.28,173,4.45,83.1,1,0,0,45,PASS
PCB_0896,8,11,3.08,1.45,159,7.42,87.3,1,1,0,45,PASS
PCB_0897,4,234,4.99,2.64,70,2.28,87.5,1,0,1,50,PASS
PCB_0898,8,598,9.85,0.69,136,0.58,83.0,0,1,1,60,FAIL
PCB_0899,6,125,3.06,0.47,65,3.0,96.0,1,1,0,5,PASS
PCB_0900,6,112,4.37,0.93,107,4.74,94.1,1,1,1,20,PASS
PCB_0901,2,203,8.97,1.64,227,1.68,83.8,1,1,0,55,PASS
PCB_0902,8,175,0.53,1.58,288,3.55,87.3,1,1,0,55,PASS
PCB_0903,4,99,0.88,2.48,108,4.0,82.1,1,0,1,70,FAIL
PCB_0904,6,131,6.24,1.27,137,0.57,92.6,1,1,0,30,PASS
PCB_0905,6,152,9.12,1.5,73,5.83,82.4,1,1,1,45,PASS
PCB_0906,4,115,2.77,0.14,135,8.84,99.7,0,1,0,40,PASS
PCB_0907,4,437,4.96,1.29,137,1.52,95.6,1,1,0,50,PASS
PCB_0908,6,314,4.78,1.98,279,5.98,87.8,1,0,1,90,FAIL
PCB_0909,6,326,4.99,0.14,94,6.65,91.6,1,1,0,50,PASS
PCB_0910,4,18,6.41,0.91,26,4.19,98.2,0,0,0,40,PASS
PCB_0911,6,82,4.96,0.7,141,7.01,91.1,0,1,0,45,PASS
PCB_0912,2,368,4.75,0.22,30,4.11,83.5,0,0,1,90,FAIL
PCB_0913,2,232,5.01,1.49,234,5.05,87.6,1,0,0,75,FAIL
PCB_0914,4,425,6.11,0.63,298,0.07,96.9,1,0,0,55,PASS
PCB_0915,8,562,5.6,2.25,47,6.92,92.9,1,0,0,70,FAIL
PCB_0916,4,379,8.61,2.56,254,6.61,93.0,0,0,1,115,FAIL
PCB_0917,4,273,0.97,1.68,45,0.38,97.3,1,1,1,50,PASS
PCB_0918,8,327,8.42,2.95,73,3.68,97.9,0,0,1,75,FAIL
PCB_0919,8,93,8.52,1.41,48,9.79,98.4,0,1,1,50,PASS
PCB_0920,8,327,3.21,1.59,183,4.21,81.9,0,0,1,95,FAIL
PCB_0921,2,120,4.9,2.97,289,5.02,90.9,0,0,0,95,FAIL
PCB_0922,6,260,4.67,0.77,54,9.1,94.8,0,1,1,50,PASS
PCB_0923,2,392,2.58,2.83,292,7.17,95.1,1,0,1,95,FAIL
PCB_0924,6,16,4.27,0.22,227,5.82,92.1,1,0,0,45,PASS
PCB_0925,2,468,0.92,1.39,257,7.98,83.3,0,0,1,145,FAIL
PCB_0926,6,93,3.14,0.3,112,8.64,95.9,1,0,0,25,PASS
PCB_0927,2,217,8.26,2.21,192,4.57,94.4,1,1,1,60,FAIL
PCB_0928,8,399,3.2,1.86,98,4.75,81.7,0,0,0,80,FAIL
PCB_0929,4,323,8.27,2.15,129,3.86,89.3,0,0,0,90,FAIL
PCB_0930,2,31,5.55,1.19,236,9.67,83.5,1,1,1,70,FAIL
PCB_0931,6,419,8.86,1.17,125,6.97,86.7,1,1,1,70,FAIL
PCB_0932,8,524,5.96,0.23,66,0.83,80.4,1,0,0,45,PASS
PCB_0933,2,136,0.78,1.11,200,8.63,88.0,1,0,0,95,FAIL
PCB_0934,2,23,6.92,2.79,83,4.81,91.0,0,1,0,65,FAIL
PCB_0935,8,21,0.93,1.2,265,0.69,92.4,1,0,0,65,FAIL
PCB_0936,2,96,4.78,2.51,263,5.5,93.3,0,1,0,85,FAIL
PCB_0937,4,533,9.33,2.54,106,4.17,96.7,0,0,0,80,FAIL
PCB_0938,2,546,2.07,1.18,236,8.78,84.3,1,1,0,90,FAIL
PCB_0939,4,310,4.2,1.93,26,2.04,82.4,1,1,1,65,FAIL
PCB_0940,4,252,7.43,0.38,297,8.26,97.0,1,1,0,30,PASS
PCB_0941,8,131,8.88,0.4,229,5.58,83.1,0,0,1,65,FAIL
PCB_0942,2,156,6.87,0.24,188,0.55,99.5,0,0,1,65,FAIL
PCB_0943,8,576,2.95,1.78,157,9.72,96.9,0,0,0,90,FAIL
PCB_0944,2,365,6.91,1.34,249,5.13,90.0,0,0,0,120,FAIL
PCB_0945,2,318,3.32,1.69,180,2.91,99.6,1,1,1,75,FAIL
PCB_0946,6,297,7.33,1.61,20,4.69,81.9,0,1,0,50,PASS
PCB_0947,2,316,9.56,1.12,255,8.58,86.1,0,1,0,110,FAIL
PCB_0948,8,558,7.35,2.06,207,3.05,92.8,1,0,1,75,FAIL
PCB_0949,4,361,8.7,2.3,23,1.93,87.0,0,0,1,95,FAIL
PCB_0950,2,321,0.52,0.14,151,1.29,98.6,0,0,1,110,FAIL
PCB_0951,6,68,7.32,0.7,237,2.98,81.3,1,1,0,25,PASS
PCB_0952,8,44,8.38,2.17,279,7.8,91.0,0,0,0,75,FAIL
PCB_0953,2,454,0.89,1.22,20,4.72,91.8,0,0,1,125,FAIL
PCB_0954,8,102,8.78,2.02,90,2.27,93.1,0,1,0,45,PASS
PCB_0955,6,216,2.94,1.11,197,1.66,85.1,0,1,1,65,FAIL
PCB_0956,6,362,6.82,1.23,208,3.33,87.3,1,0,0,75,FAIL
PCB_0957,8,341,8.1,0.56,27,9.4,96.9,0,1,1,60,FAIL
PCB_0958,2,168,6.8,0.85,272,3.43,83.9,1,0,0,50,PASS
PCB_0959,4,33,1.38,1.86,263,9.88,96.5,0,1,1,90,FAIL
PCB_0960,6,413,6.17,1.36,142,4.85,91.3,1,1,0,55,PASS
PCB_0961,2,525,5.72,2.35,51,1.79,95.2,1,1,0,60,FAIL
PCB_0962,2,373,9.05,2.57,165,8.91,94.3,1,0,1,105,FAIL
PCB_0963,4,391,4.34,1.67,175,4.6,84.2,0,0,0,100,FAIL
PCB_0964,6,541,3.55,2.3,35,7.1,91.4,0,0,0,95,FAIL
PCB_0965,6,161,7.62,0.99,66,9.84,97.4,0,1,1,40,PASS
PCB_0966,2,571,4.42,1.3,270,0.5,88.6,1,1,0,80,FAIL
PCB_0967,2,429,6.64,2.17,206,0.97,99.3,0,1,0,90,FAIL
PCB_0968,4,259,6.64,1.22,50,7.2,89.0,0,1,0,65,FAIL
PCB_0969,4,126,8.94,1.81,279,2.82,82.9,0,0,1,80,FAIL
PCB_0970,6,521,6.19,0.64,36,1.84,87.8,0,0,1,75,FAIL
PCB_0971,8,587,5.27,1.84,58,0.39,99.0,1,0,1,55,PASS
PCB_0972,6,344,1.82,2.6,58,0.22,86.4,1,1,1,80,FAIL
PCB_0973,2,427,1.6,2.62,151,7.74,97.4,0,1,1,125,FAIL
PCB_0974,6,304,1.97,2.2,49,1.34,97.6,0,0,0,95,FAIL
PCB_0975,8,380,2.13,2.26,177,4.68,87.0,0,1,0,80,FAIL
PCB_0976,4,195,6.56,1.72,297,6.06,81.7,1,0,1,70,FAIL
PCB_0977,8,255,7.54,1.8,222,4.28,94.5,0,1,0,55,PASS
PCB_0978,8,277,5.53,0.49,85,0.27,86.2,1,1,0,10,PASS
PCB_0979,8,246,8.38,1.39,127,7.84,95.7,1,0,0,35,PASS
PCB_0980,4,539,9.92,1.41,287,0.11,88.9,0,0,0,100,FAIL
PCB_0981,8,561,8.29,2.88,241,7.62,89.7,0,1,1,95,FAIL
PCB_0982,8,30,7.1,1.35,37,8.93,95.6,0,0,1,60,FAIL
PCB_0983,8,529,5.56,1.69,109,4.33,87.6,1,0,0,60,FAIL
PCB_0984,2,109,4.76,1.65,200,5.36,88.9,1,1,0,65,FAIL
PCB_0985,8,487,1.3,1.95,274,4.77,87.5,0,1,1,105,FAIL
PCB_0986,4,307,4.29,2.27,272,3.89,87.3,1,1,0,70,FAIL
PCB_0987,8,535,9.15,0.75,276,8.87,90.5,0,0,0,85,FAIL
PCB_0988,8,343,8.18,1.63,106,8.94,96.2,0,1,0,70,FAIL
PCB_0989,4,11,2.55,2.5,109,3.36,87.2,1,1,1,40,PASS
PCB_0990,8,384,4.93,1.44,256,6.15,90.5,1,1,1,75,FAIL
PCB_0991,4,302,8.26,0.91,89,9.27,93.4,1,1,0,55,PASS
PCB_0992,8,562,1.14,2.0,63,9.62,85.4,1,1,0,80,FAIL
PCB_0993,4,327,4.18,2.49,219,5.09,85.6,0,0,0,110,FAIL
PCB_0994,8,511,8.59,0.28,171,4.53,98.7,0,1,0,55,PASS
